PBC|KS1	Clade_33
PBC|KS2	Clade_36
PBC|KS3	Clade_87
PBC|KS4	clade_not_conserved
PBC|KS5	Clade_23
PBC|KS6	Clade_56
PBC|KS7	Clade_63
PBC|KS8	Clade_3
PBC|KS9	Clade_62
PBC|KS10	Clade_3
PBC|KS11	Clade_63
PBC|KS12	Clade_71
PBC|KS13	clade_not_conserved
GO485|KS11	Clade_66
GO485|KS12	Clade_31
GO485|KS13	Clade_5
GO485|KS1	Clade_2
GO485|KS2	Clade_62
GO485|KS3	Clade_87
GO485|KS4	Clade_85
GO485|KS5	Clade_62
GO485|KS6	Clade_87
GO485|KS7	Clade_80
GO485|KS8	Clade_62
GO485|KS9	Clade_66
GO485|KS10	Clade_50
AWB69|KS8	Clade_62
AWB69|KS9	Clade_65
AWB69|KS10	Clade_50
AWB69|KS5	Clade_62
AWB69|KS6	Clade_87
AWB69|KS7	Clade_111
AWB69|KS1	Clade_2
AWB69|KS2	Clade_62
AWB69|KS3	Clade_87
AWB69|KS4	Clade_89
AWB69|KS13	clade_not_conserved
AWB69|KS12	clade_not_conserved
AWB69|KS11	Clade_68
DK441|KS1	Clade_8
DK441|KS2	Clade_87
DK441|KS3	Clade_56
DK441|KS4	Clade_80
DK441|KS5	Clade_62
DK441|KS6	Clade_87
DK441|KS7	Clade_62
DK441|KS8	Clade_87
DK441|KS9	clade_not_conserved
DK441|KS10	Clade_62
DK441|KS11	Clade_68
DK441|KS12	Clade_50
DK441|KS13	clade_not_conserved
DK441|KS14	Clade_31
DK441|KS15	clade_not_conserved
XB90|KS1	Clade_8
XB90|KS2	Clade_60
XB90|KS3	Clade_113
XB90|KS4	Clade_82
XB90|KS5	Clade_62
XB90|KS6	Clade_82
XB90|KS7	Clade_80
XB90|KS8	Clade_1
XB90|KS9	Clade_12
XB90|KS10	Clade_60
DO63|KS1	Clade_1
DO63|KS2	Clade_12
DO63|KS3	Clade_62
DO63|KS4	Clade_82
DO63|KS5	Clade_80
DO63|KS6	Clade_8
DO63|KS7	Clade_60
DO63|KS8	Clade_113
DO63|KS9	Clade_82
DO63|KS10	Clade_60
BLU84|KS1	Clade_2
BLU84|KS2	Clade_62
BLU84|KS3	Clade_87
BLU84|KS4	Clade_89
BLU84|KS5	Clade_62
BLU84|KS6	Clade_87
BLU84|KS7	Clade_80
BLU84|KS8	Clade_62
BLU84|KS9	Clade_66
BLU84|KS10	Clade_50
BLU84|KS11	clade_not_conserved
BLU84|KS12	Clade_31
BLU84|KS13	Clade_5
ASC93|KS1	Clade_111
ASC93|KS2	Clade_47
ASC93|KS3	Clade_87
ASC93|KS4	Clade_82
ASC93|KS5	Clade_87
ASC93|KS6	clade_not_conserved
ASC93|KS7	Clade_62
ASC93|KS8	Clade_68
ASC93|KS9	Clade_50
ASC93|KS10	Clade_43
CR152|KS1	clade_not_conserved
CR152|KS2	Clade_62
CR152|KS3	Clade_87
CR152|KS4	clade_not_conserved
CR152|KS5	Clade_62
CR152|KS6	Clade_87
CR152|KS7	Clade_111
CR152|KS8	Clade_62
CR152|KS9	clade_not_conserved
CR152|KS10	Clade_50
CR152|KS11	clade_not_conserved
CR152|KS12	Clade_31
CR152|KS13	Clade_41
K350|KS1	Clade_10
K350|KS2	Clade_47
K350|KS3	Clade_87
K350|KS4	Clade_62
K350|KS5	Clade_87
K350|KS6	clade_not_conserved
K350|KS7	Clade_82
K350|KS8	Clade_50
K350|KS9	Clade_45
K350|KS10	clade_not_conserved
K350|KS11	clade_not_conserved
NC_000964_c1763762-1878521|KS1	Clade_1
NC_000964_c1763762-1878521|KS2	Clade_12
NC_000964_c1763762-1878521|KS3	Clade_3
NC_000964_c1763762-1878521|KS4	Clade_69
NC_000964_c1763762-1878521|KS5	Clade_64
NC_000964_c1763762-1878521|KS6	Clade_82
NC_000964_c1763762-1878521|KS7	Clade_3
NC_000964_c1763762-1878521|KS8	Clade_69
NC_000964_c1763762-1878521|KS9	Clade_47
NC_000964_c1763762-1878521|KS10	Clade_79
NC_000964_c1763762-1878521|KS11	Clade_1
NC_000964_c1763762-1878521|KS12	Clade_12
NC_000964_c1763762-1878521|KS13	Clade_12
NC_000964_c1763762-1878521|KS14	Clade_72
NC_000964_c1763762-1878521|KS15	Clade_33
NC_008095_c4710910-4822556|KS1	Clade_93
NC_008095_c4710910-4822556|KS2	Clade_87
NC_008095_c4710910-4822556|KS3	Clade_12
NC_008095_c4710910-4822556|KS4	Clade_12
NC_008095_c4710910-4822556|KS5	Clade_12
NC_008095_c4710910-4822556|KS6	Clade_1
NC_008095_c4710910-4822556|KS7	clade_not_conserved
NC_008095_c4710910-4822556|KS8	Clade_34
NC_008095_c4710910-4822556|KS9	Clade_53
NC_008095_c4710910-4822556|KS10	Clade_12
NC_008095_c4710910-4822556|KS11	Clade_82
NC_008095_c4710910-4822556|KS12	Clade_64
NC_008095_c4710910-4822556|KS13	Clade_34
NC_008095_c4710910-4822556|KS14	Clade_33
NC_008095_c4710910-4822556|KS15	Clade_8
NC_009483_c3593914-3694250|KS1	Clade_47
NC_009483_c3593914-3694250|KS2	Clade_12
NC_009483_c3593914-3694250|KS3	Clade_64
NC_009483_c3593914-3694250|KS4	Clade_113
NC_009483_c3593914-3694250|KS5	Clade_63
NC_009483_c3593914-3694250|KS6	Clade_3
NC_009483_c3593914-3694250|KS7	Clade_64
NC_009483_c3593914-3694250|KS8	Clade_69
NC_009483_c3593914-3694250|KS9	Clade_79
NC_009483_c3593914-3694250|KS10	Clade_64
NC_009483_c3593914-3694250|KS11	Clade_3
NC_009483_c3593914-3694250|KS12	Clade_104
NC_009483_c3593914-3694250|KS13	Clade_3
NC_009725_c1371896-1458282|KS1	Clade_41
NC_009725_c1371896-1458282|KS2	Clade_50
NC_009725_c1371896-1458282|KS3	Clade_26
NC_009725_c1371896-1458282|KS4	Clade_65
NC_009725_c1371896-1458282|KS5	Clade_65
NC_009725_c1371896-1458282|KS6	Clade_29
NC_009725_c1371896-1458282|KS7	Clade_65
NC_009725_c1371896-1458282|KS8	Clade_4
NC_009725_c1371896-1458282|KS9	Clade_65
NC_009725_c1371896-1458282|KS10	Clade_65
NC_009725_c1371896-1458282|KS11	Clade_4
NC_009725_c1681810-1791422|KS1	Clade_1
NC_009725_c1681810-1791422|KS2	Clade_12
NC_009725_c1681810-1791422|KS3	Clade_3
NC_009725_c1681810-1791422|KS4	Clade_69
NC_009725_c1681810-1791422|KS5	Clade_64
NC_009725_c1681810-1791422|KS6	Clade_82
NC_009725_c1681810-1791422|KS7	Clade_3
NC_009725_c1681810-1791422|KS8	Clade_69
NC_009725_c1681810-1791422|KS9	Clade_47
NC_009725_c1681810-1791422|KS10	Clade_1
NC_009725_c1681810-1791422|KS11	Clade_12
NC_009725_c1681810-1791422|KS12	Clade_12
NC_009725_c1681810-1791422|KS13	Clade_72
NC_009725_c1681810-1791422|KS14	Clade_33
NC_009725_c2260093-2366270|KS1	Clade_93
NC_009725_c2260093-2366270|KS2	Clade_62
NC_009725_c2260093-2366270|KS3	Clade_65
NC_009725_c2260093-2366270|KS4	Clade_3
NC_009725_c2260093-2366270|KS5	Clade_47
NC_009725_c2260093-2366270|KS6	Clade_56
NC_009725_c2260093-2366270|KS7	Clade_12
NC_009725_c2260093-2366270|KS8	Clade_4
NC_009725_c2260093-2366270|KS9	Clade_69
NC_009725_c2260093-2366270|KS10	Clade_113
NC_009725_c2260093-2366270|KS11	Clade_3
NC_009725_c2260093-2366270|KS12	Clade_42
NC_009725_c2260093-2366270|KS13	Clade_47
NC_009725_c2260093-2366270|KS14	Clade_12
NC_012491_c4141877-4254771|KS1	Clade_60
NC_012491_c4141877-4254771|KS2	Clade_83
NC_012491_c4141877-4254771|KS3	Clade_69
NC_012491_c4141877-4254771|KS4	Clade_47
NC_012491_c4141877-4254771|KS5	Clade_1
NC_012491_c4141877-4254771|KS6	Clade_113
NC_012491_c4141877-4254771|KS7	Clade_63
NC_012491_c4141877-4254771|KS8	Clade_63
NC_012491_c4141877-4254771|KS9	Clade_3
NC_012491_c4141877-4254771|KS10	Clade_47
NC_012491_c4141877-4254771|KS11	Clade_64
NC_012491_c4141877-4254771|KS12	Clade_74
NC_012491_c4141877-4254771|KS13	Clade_92
NC_012491_c4141877-4254771|KS14	Clade_93
NC_013132_c6683245-6816728|KS1	Clade_74
NC_013132_c6683245-6816728|KS2	Clade_113
NC_013132_c6683245-6816728|KS3	Clade_78
NC_013132_c6683245-6816728|KS4	Clade_47
NC_013132_c6683245-6816728|KS5	Clade_65
NC_013132_c6683245-6816728|KS6	Clade_79
NC_013132_c6683245-6816728|KS7	Clade_63
NC_013132_c6683245-6816728|KS8	Clade_82
NC_013132_c6683245-6816728|KS9	Clade_4
NC_013132_c6683245-6816728|KS10	Clade_93
